0.000333	0.034974
0.000667	0.034307
0.001000	0.034800
0.001333	0.034455
0.001667	0.034190
0.002000	0.034427
0.002333	0.033910
0.002667	0.034717
0.003000	0.034540
0.003333	0.034552
0.003667	0.034259
0.004000	0.034682
0.004333	0.034249
0.004667	0.034769
0.005000	0.034605
0.005333	0.033993
0.005667	0.033605
0.006000	0.033771
0.006333	0.034706
0.006667	0.033932
0.007000	0.034533
0.007333	0.034484
0.007667	0.033841
0.008000	0.034078
0.008333	0.034270
0.008667	0.033950
0.009000	0.033907
0.009333	0.033783
0.009667	0.034825
0.010000	0.033989
0.010333	0.033873
0.010667	0.033549
0.011000	0.033398
0.011333	0.033912
0.011667	0.034397
0.012000	0.033981
0.012333	0.033916
0.012667	0.033436
0.013000	0.034068
0.013333	0.033711
0.013667	0.033576
0.014000	0.032843
0.014333	0.033134
0.014667	0.033413
0.015000	0.033880
0.015333	0.033660
0.015667	0.034044
0.016000	0.033733
0.016333	0.033207
0.016667	0.033140
0.017000	0.033473
0.017333	0.034090
0.017667	0.033368
0.018000	0.033486
0.018333	0.032789
0.018667	0.033139
0.019000	0.033044
0.019333	0.032943
0.019667	0.032912
0.020000	0.032850
0.020333	0.032543
0.020667	0.033003
0.021000	0.032847
0.021333	0.032661
0.021667	0.032475
0.022000	0.033495
0.022333	0.032831
0.022667	0.032914
0.023000	0.033622
0.023333	0.033090
0.023667	0.032661
0.024000	0.033078
0.024333	0.033252
0.024667	0.032370
0.025000	0.032257
0.025333	0.031350
0.025667	0.032708
0.026000	0.032247
0.026333	0.032385
0.026667	0.032514
0.027000	0.032981
0.027333	0.032175
0.027667	0.033066
0.028000	0.032812
0.028333	0.033164
0.028667	0.032769
0.029000	0.033495
0.029333	0.032970
0.029667	0.033281
0.030000	0.032337
0.030333	0.032692
0.030667	0.032031
0.031000	0.031779
0.031333	0.032420
0.031667	0.032824
0.032000	0.032396
0.032333	0.032136
0.032667	0.032330
0.033000	0.032545
0.033333	0.032531
0.033667	0.032149
0.034000	0.032565
0.034333	0.032557
0.034667	0.032376
0.035000	0.031773
0.035333	0.031943
0.035667	0.032050
0.036000	0.031663
0.036333	0.031239
0.036667	0.032682
0.037000	0.032015
0.037333	0.032603
0.037667	0.032014
0.038000	0.032346
0.038333	0.032110
0.038667	0.032062
0.039000	0.031979
0.039333	0.031897
0.039667	0.032276
0.040000	0.032099
0.040333	0.032438
0.040667	0.031552
0.041000	0.031586
0.041333	0.031073
0.041667	0.031684
0.042000	0.032082
0.042333	0.032137
0.042667	0.031333
0.043000	0.031864
0.043333	0.030796
0.043667	0.031344
0.044000	0.031385
0.044333	0.031529
0.044667	0.031819
0.045000	0.031368
0.045333	0.032191
0.045667	0.031624
0.046000	0.032273
0.046333	0.030883
0.046667	0.030853
0.047000	0.031384
0.047333	0.031517
0.047667	0.031432
0.048000	0.031249
0.048333	0.030920
0.048667	0.031404
0.049000	0.031293
0.049333	0.030990
0.049667	0.030791
0.050000	0.030683
0.050333	0.031079
0.050667	0.031309
0.051000	0.031082
0.051333	0.031137
0.051667	0.030994
0.052000	0.030740
0.052333	0.031221
0.052667	0.030812
0.053000	0.030400
0.053333	0.030600
0.053667	0.030785
0.054000	0.030807
0.054333	0.030899
0.054667	0.030640
0.055000	0.030958
0.055333	0.031355
0.055667	0.030542
0.056000	0.030386
0.056333	0.030302
0.056667	0.030457
